label,formula,atoms_before,atoms_after,reduction_ratio,sg_number,sg_symbol,success
mp-1194292,Li4 S4 N4 O16,28,14,0.5,4,P21,True
mp-1194417,Zr2 S4 O24,30,5,0.16666666666666666,70,Fddd,True
mp-1194419,Ba2 S10 O16,28,14,0.5,2,P-1,True
mp-1194493,Pt2 S4 N2 O18,26,13,0.5,2,P-1,True
mp-1194506,Ca2 Re6 Se8 O12,28,14,0.5,2,P-1,True
mp-1194515,U2 Cu1 S2 O22,27,14,0.5185185185185185,2,P-1,True
mp-1194526,Mg8 S12 N8 O48,76,9,0.11842105263157894,198,P213,True
mp-1194556,Fe2 Ag2 Sb2 S8 N12,26,6,0.23076923076923078,118,P-4n2,True
mp-1194628,Ba2 Re6 Se8 O14,30,15,0.5,2,P-1,True
mp-1194671,Li8 Se4 O28,40,6,0.15,52,Pnna,True
mp-1195190,Ba16 Fe12 Se24 F16,68,11,0.16176470588235295,62,Pnma,True
mp-1195426,Ca6 Mn2 C2 S2 O50,62,13,0.20967741935483872,173,P63,True
mp-1195704,Ca2 H4 S4 N4 O18,32,12,0.375,11,P21/m,True
mp-1195856,Fe4 S4 O32,40,10,0.25,14,P21/c,True
mp-1195987,Te8 N10 F42,60,9,0.15,114,P-421c,True
mp-1196084,Na4 B24 S16 Br24 O32,100,25,0.25,14,P21/c,True
mp-1196127,Zr2 S4 O26,32,16,0.5,2,P-1,True
mp-1196142,Te8 N4 O24,36,7,0.19444444444444445,62,Pnma,True
mp-1196210,Na4 Ag4 S8 O16,32,16,0.5,7,Pc,True
mp-1196211,Ni8 S32 N32,72,18,0.25,14,P21/c,True
mp-1196265,S6 O36,42,11,0.2619047619047619,15,C2/c,True
mp-1196285,S12 N24 O24,60,15,0.25,14,P21/c,True
mp-1196296,Fe8 As4 S4 O56,72,18,0.25,14,P21/c,True
mp-1196384,K4 Al4 S8 O80,96,7,0.07291666666666667,205,Pa-3,True
mp-1196443,V4 S4 O40,48,12,0.25,14,P21/c,True
mp-1196468,Pr4 S6 O40,50,13,0.26,15,C2/c,True
mp-1196489,Te8 Br48 N16,72,4,0.05555555555555555,228,Fd-3c,True
mp-1196601,K4 Co2 C8 S8 N8 O6,36,10,0.2777777777777778,18,P21212,True
mp-1196606,Co6 Te2 Mo12 O84,104,10,0.09615384615384616,167,R-3c,True
mp-1196628,Ca6 Si2 C2 S2 O48,60,30,0.5,4,P21,True
mp-1196630,Fe2 Cu16 Sb6 S26 N12,62,6,0.0967741935483871,226,Fm-3c,True
mp-1196631,Na8 S4 O36,48,8,0.16666666666666666,95,P4322,True
mp-1196643,Li8 C16 S16 N8 O40 F48,136,70,0.5147058823529411,2,P-1,True
mp-1196653,Ga16 Sb4 S36 N12 O8,76,9,0.11842105263157894,198,P213,True
mp-1196719,Cu2 S4 N4 O28,38,10,0.2631578947368421,14,P21/c,True
mp-1196750,Pr4 Se8 N4 O52,68,10,0.14705882352941177,56,Pccn,True
mp-1196751,Te2 C8 S8 N16 Cl4 O4,42,11,0.2619047619047619,14,P21/c,True
mp-1196776,U8 S4 N8 O40,60,9,0.15,64,Cmce,True
mp-1196841,Na2 Al2 S4 O38,46,13,0.2826086956521739,15,C2/c,True
mp-1196842,Ca6 Si2 S4 O50,62,31,0.5,4,P21,True
mp-1196906,Co4 S8 N20 Cl4 O16,52,10,0.19230769230769232,62,Pnma,True
mp-1196966,Li2 B12 S8 Cl12 O16,50,25,0.5,2,P-1,True
mp-1197039,K4 P8 Pt2 C2 S2 N2 O22,42,21,0.5,2,P-1,True
mp-1197109,Fe4 S4 O44,52,14,0.2692307692307692,14,P21/c,True
mp-1197127,Pt4 C8 S8 N16,36,9,0.25,14,P21/c,True
mp-1197146,Ni4 S4 O40,48,7,0.14583333333333334,96,P43212,True
mp-1197182,U2 S4 O34,40,12,0.3,11,P21/m,True
mp-1197218,Cu4 C8 S8 N16,36,9,0.25,62,Pnma,True
mp-1197221,Er4 S6 O40,50,13,0.26,15,C2/c,True
mp-1197248,Na2 B48 S12 Br48 O24,134,12,0.08955223880597014,163,P-31c,True
mp-1197364,Bi4 S4 O24,32,8,0.25,14,P21/c,True
mp-1197376,Sr2 Re6 S8 O22,38,19,0.5,2,P-1,True
mp-1197402,Fe8 Te8 O40,56,14,0.25,14,P21/c,True
mp-1197439,K12 S12 N4 O44,72,15,0.20833333333333334,62,Pnma,True
mp-1197447,Sr4 C16 S16 O16,52,8,0.15384615384615385,62,Pnma,True
mp-1197465,U2 C8 S4 N4 O20,38,10,0.2631578947368421,15,C2/c,True
mp-1197531,Cd4 Se6 N4 O30,44,13,0.29545454545454547,11,P21/m,True
mp-1197551,Te8 N8 Cl2 O2 F40,60,9,0.15,114,P-421c,True
mp-1197587,Sr2 Re6 Se8 O22,38,19,0.5,2,P-1,True
mp-1197630,Nd2 S6 N6 O24,38,7,0.18421052631578946,155,R32,True
mp-1197693,Y4 Se8 N4 O44,60,15,0.25,19,P212121,True
mp-1197733,Mg4 S8 O36,48,8,0.16666666666666666,62,Pnma,True
mp-1197796,K4 Ca4 Co4 C24 S24 O40,100,25,0.25,19,P212121,True
mp-1197802,Se8 S32 N16 O60,116,15,0.12931034482758622,60,Pbcn,True
mp-1197869,Fe4 S4 O32,40,20,0.5,2,P-1,True
mp-1197906,Pr4 S6 O40,50,13,0.26,15,C2/c,True
mp-1198004,Li8 S8 N8 O32,56,14,0.25,14,P21/c,True
mp-1198267,Pr4 S6 O40,50,25,0.5,9,Cc,True
mp-1198268,H8 S8 N8 O32,56,14,0.25,14,P21/c,True
mp-1198307,Bi4 Se4 O24,32,8,0.25,14,P21/c,True
mp-1198353,Li4 C6 S2 N12 O14,38,11,0.2894736842105263,15,C2/c,True
mp-1198367,Sn4 C32 S24 N8,68,23,0.3382352941176471,12,C2/m,True
mp-1198398,Co4 S4 O40,48,13,0.2708333333333333,15,C2/c,True
mp-1198416,Na2 Fe2 S4 O28,36,10,0.2777777777777778,15,C2/c,True
mp-1198427,Ru4 S4 N16 Cl8 O8,40,8,0.2,62,Pnma,True
mp-1198435,K7 Na1 Te4 O32,44,13,0.29545454545454547,71,Immm,True
mp-1198442,Cu8 P4 C8 S4 O52,76,19,0.25,14,P21/c,True
mp-1198522,K4 Mg2 Se4 O28,38,10,0.2631578947368421,14,P21/c,True
mp-1198531,U2 C8 S2 N2 Cl2 O16,32,16,0.5,4,P21,True
mp-1198614,La2 Te1 Mo6 O44,53,27,0.5094339622641509,2,P-1,True
mp-1198665,Pb4 C8 S8 N16 Cl8,44,11,0.25,33,Pna21,True
mp-1198811,Ca4 Hg4 C16 S16 N16 O12,68,17,0.25,14,P21/c,True
mp-1198846,Te4 H12 N4 O8 F8,36,9,0.25,14,P21/c,True
mp-1198861,Sm2 Te1 Mo6 O44,53,27,0.5094339622641509,2,P-1,True
mp-1198870,Cd8 H32 C8 S16 N16 O48,128,16,0.125,61,Pbca,True
mp-1198947,Fe4 Hg8 C24 S8 N8 O16,68,9,0.1323529411764706,88,I41/a,True
mp-1199028,K8 Te4 O24,36,7,0.19444444444444445,62,Pnma,True
mp-1199075,H24 C8 S8 O24,64,16,0.25,14,P21/c,True
mp-1199126,Ca6 Mn2 S4 O34,46,15,0.32608695652173914,40,Ama2,True
mp-1199130,Se8 N4 O24,36,9,0.25,19,P212121,True
mp-1199189,S2 N16 O26,44,22,0.5,4,P21,True
mp-1199224,Na4 Al4 S8 O56,72,18,0.25,14,P21/c,True
mp-1199229,S4 N24 O40,68,17,0.25,14,P21/c,True
mp-1199373,Ag8 H64 C24 S16 Cl8 O32,152,38,0.25,14,P21/c,True
mp-1199379,Ba4 Na4 P4 S4 O48,64,8,0.125,198,P213,True
mp-1199483,Na4 Re4 S8 O48,64,16,0.25,14,P21/c,True
mp-1199610,Co4 S8 N20 O36,68,17,0.25,19,P212121,True
mp-1199658,As4 S16 N12,32,6,0.1875,62,Pnma,True
mp-1199674,Pt4 C16 S8 Br8 O8,44,22,0.5,2,P-1,True
mp-1199693,Al16 S4 O72,92,46,0.5,4,P21,True
mp-1199695,Fe6 S6 O60,72,12,0.16666666666666666,148,R-3,True
mp-1199707,K8 Mo4 S8 Br2 O40,62,8,0.12903225806451613,128,P4/mnc,True
mp-1199733,Ir4 C4 S4 N24 Cl8 O32,76,19,0.25,14,P21/c,True
mp-1199748,Te2 Mo12 N8 O48,70,18,0.2571428571428571,15,C2/c,True
mp-1199775,Mg4 Te4 Br24 O24,56,4,0.07142857142857142,205,Pa-3,True
mp-1199815,Sb8 S8 N16 O32 F24,88,11,0.125,61,Pbca,True
mp-1199821,P8 C8 S8 N24 O16,64,16,0.25,14,P21/c,True
mp-1199995,Cd4 C8 S8 I8 N16,44,11,0.25,14,P21/c,True
mp-1200031,Zn4 Fe4 S8 O64,80,21,0.2625,14,P21/c,True
mp-1200048,Bi4 C12 S12 N36 O36,100,25,0.25,14,P21/c,True
mp-1200056,Sm4 Se6 O40,50,13,0.26,15,C2/c,True
mp-1200143,Pd4 S16 N16,36,9,0.25,14,P21/c,True
mp-1200277,Cs4 Mg2 Se4 O28,38,10,0.2631578947368421,14,P21/c,True
mp-1200310,Hg4 S8 N8 O24,44,11,0.25,19,P212121,True
mp-1200369,Zn4 S4 O40,48,13,0.2708333333333333,15,C2/c,True
mp-1200454,K4 Re6 Se8 O14,32,16,0.5,2,P-1,True
mp-1200783,K4 B24 S16 Cl24 O32,100,25,0.25,14,P21/c,True
mp-1200893,Hg8 S8 N24,40,5,0.125,61,Pbca,True
mp-1200918,Hg4 S8 I8 N16,36,5,0.1388888888888889,137,P42/nmc,True
mp-1200945,Ni4 Se4 O40,48,7,0.14583333333333334,92,P41212,True
mp-1201009,S8 N8 O32,48,24,0.5,7,Pc,True
mp-1201021,Fe6 C18 Se2 S2 O18,46,23,0.5,2,P-1,True
mp-1201087,Ag2 W2 C18 S8 N6,36,18,0.5,4,P21,True
mp-1201116,Te8 O48,56,2,0.03571428571428571,228,Fd-3c,True
mp-1201123,Rb8 B48 S16 Cl48 O32,152,38,0.25,33,Pna21,True
mp-1201229,Si4 H8 C4 S4 O12 F12,44,11,0.25,14,P21/c,True
mp-1201251,Mg2 U2 S4 O42,50,14,0.28,15,C2/c,True
mp-1201286,La4 Se6 O48,58,16,0.27586206896551724,15,C2/c,True
mp-1201297,Cd2 S4 N4 O28,38,10,0.2631578947368421,14,P21/c,True
mp-1201359,Mg1 Fe4 S6 O46,57,29,0.5087719298245614,2,P-1,True
mp-1201423,Ba8 Sn4 Se16 O20,48,9,0.1875,62,Pnma,True
mp-1201489,K4 Mn2 S4 O24,34,11,0.3235294117647059,12,C2/m,True
mp-1201562,Ni4 C56 S8 N8 O12,88,22,0.25,14,P21/c,True
mp-1201595,Fe4 S6 O46,56,28,0.5,2,P-1,True
mp-1201814,B40 Te4 H18 C8,70,35,0.5,7,Pc,True
mp-1201840,Ce4 S8 O48,60,9,0.15,62,Pnma,True
